Order_ID,Date,Region,Product,Category,Salesperson,Customer_ID,Customer_Type,Marketing_Channel,Supplier,Units_Sold,Discount_Percent,Inventory_Level,Delivery_Time_Days,Customer_Rating,Unit_Price,Unit_Cost,Gross_Sales,Discount_Amount,Net_Sales,Total_Cost,Profit,Profit_Margin
ORD-1199,2025-11-21,Rajshahi,Monitor,Electronics,Sadia,CUST-505,Corporate,Facebook,Supplier D,22,0.14,102,1,4.0,19429,12376,427438,59841,367597,272272,95325,0.259
ORD-1434,2025-11-21,Khulna,Monitor,Electronics,Sadia,CUST-913,Retail,Email,Supplier B,37,0.18,274,3,4.7,21934,14553,811558,146080,665478,538461,127017,0.191
ORD-1360,2025-11-21,Rajshahi,Printer,Office Equipment,Rahim,CUST-612,Corporate,Online,Supplier A,8,0.12,30,11,4.0,28793,21191,230344,27641,202703,169528,33175,0.164
ORD-1495,2025-11-22,Dhaka,Office Chair,Furniture,Nila,CUST-264,Corporate,Dealer,Supplier B,39,0.06,135,1,4.6,19073,13107,743847,44631,699216,511173,188043,0.269
ORD-1233,2025-11-22,Dhaka,Monitor,Electronics,Nila,CUST-496,Wholesale,Online,Supplier A,12,0.05,173,7,2.8,38097,30376,457164,22858,434306,364512,69794,0.161
ORD-1187,2025-11-22,Rajshahi,Printer,Office Equipment,Rahim,CUST-655,Retail,Facebook,Supplier B,30,0.18,244,1,4.8,22569,13170,677070,121873,555197,395100,160097,0.288
ORD-1055,2025-11-23,Rajshahi,Tablet,Electronics,Tania,CUST-174,Corporate,Email,Supplier B,18,0.08,165,14,4.4,27635,20038,497430,39794,457636,360684,96952,0.212
ORD-1436,2025-11-24,Chittagong,Tablet,Electronics,Nila,CUST-530,Corporate,Direct Sales,Supplier C,3,0.16,145,14,3.6,32023,22522,96069,15371,80698,67566,13132,0.163
ORD-1414,2025-11-25,Sylhet,Printer,Office Equipment,Karim,CUST-574,Wholesale,Online,Supplier C,6,0.16,218,3,4.8,24469,14700,146814,23490,123324,88200,35124,0.285
ORD-1198,2025-11-26,Chittagong,Office Chair,Furniture,Sadia,CUST-152,Retail,Email,Supplier A,6,0.0,158,14,4.2,5379,3756,32274,0,32274,22536,9738,0.302
ORD-1060,2025-11-27,Dhaka,Tablet,Electronics,Nila,CUST-147,Corporate,Direct Sales,Supplier C,38,0.05,205,3,2.7,37570,29059,1427660,71383,1356277,1104242,252035,0.186
ORD-1373,2025-11-28,Rajshahi,Desk,Furniture,Karim,CUST-126,Retail,Dealer,Supplier D,4,0.01,220,4,5.0,12518,7788,50072,501,49571,31152,18419,0.372
ORD-1140,2025-11-28,Dhaka,Desk,Furniture,Nila,CUST-660,Corporate,Email,Supplier B,11,0.1,105,1,4.1,9324,6428,102564,10256,92308,70708,21600,0.234
ORD-1123,2025-11-29,Dhaka,Printer,Office Equipment,Rahim,CUST-765,Retail,Online,Supplier C,23,0.11,99,8,2.8,30508,20894,701684,77185,624499,480562,143937,0.23
ORD-1212,2025-11-29,Rajshahi,Desk,Furniture,Nila,CUST-348,Wholesale,Direct Sales,Supplier D,23,0.11,254,8,4.3,16007,10469,368161,40498,327663,240787,86876,0.265
ORD-1272,2025-11-30,Rajshahi,Monitor,Electronics,Rahim,CUST-166,Retail,Facebook,Supplier C,15,0.03,259,7,3.6,22058,13878,330870,9926,320944,208170,112774,0.351
ORD-1500,2025-11-30,Chittagong,Mobile,Electronics,Karim,CUST-368,Corporate,Online,Supplier A,31,0.04,44,7,4.4,68437,38638,2121547,84862,2036685,1197778,838907,0.412
ORD-1432,2025-11-30,Chittagong,Mobile,Electronics,Nila,CUST-527,Retail,Facebook,Supplier D,11,0.16,101,9,4.2,78573,48593,864303,138288,726015,534523,191492,0.264
ORD-1260,2025-12-02,Dhaka,Mobile,Electronics,Sadia,CUST-739,Retail,Dealer,Supplier D,17,0.05,168,6,3.3,18576,13609,315792,15790,300002,231353,68649,0.229
ORD-1421,2025-12-04,Sylhet,Laptop,Electronics,Nila,CUST-793,Wholesale,Email,Supplier D,2,0.1,227,7,3.4,114450,85897,228900,22890,206010,171794,34216,0.166
ORD-1345,2025-12-04,Rajshahi,Printer,Office Equipment,Sadia,CUST-153,Retail,Online,Supplier C,25,0.16,251,5,4.6,14937,8546,373425,59748,313677,213650,100027,0.319
ORD-1207,2025-12-04,Dhaka,Laptop,Electronics,Rahim,CUST-708,Retail,Email,Supplier D,14,0.09,195,8,3.6,135431,93388,1896034,170643,1725391,1307432,417959,0.242
ORD-1385,2025-12-05,Khulna,Laptop,Electronics,Rahim,CUST-938,Corporate,Facebook,Supplier D,5,0.07,135,6,4.3,140460,88012,702300,49161,653139,440060,213079,0.326
ORD-1446,2025-12-07,Sylhet,Tablet,Electronics,Nila,CUST-632,Corporate,Facebook,Supplier D,8,0.02,288,14,4.7,56382,37722,451056,9021,442035,301776,140259,0.317
ORD-1248,2025-12-07,Rajshahi,Printer,Office Equipment,Nila,CUST-608,Retail,Email,Supplier B,28,0.01,205,12,4.9,32874,20447,920472,9205,911267,572516,338751,0.372
ORD-1097,2025-12-07,Khulna,Desk,Furniture,Rahim,CUST-847,Retail,Online,Supplier B,20,0.16,282,12,3.8,29902,21314,598040,95686,502354,426280,76074,0.151
ORD-1244,2025-12-08,Sylhet,Monitor,Electronics,Sadia,CUST-392,Corporate,Facebook,Supplier D,3,0.06,116,3,4.1,43191,31561,129573,7774,121799,94683,27116,0.223
ORD-1474,2025-12-09,Rajshahi,Laptop,Electronics,Karim,CUST-417,Wholesale,Dealer,Supplier C,29,0.07,194,13,2.6,100883,72836,2925607,204792,2720815,2112244,608571,0.224
ORD-1295,2025-12-09,Dhaka,Office Chair,Furniture,Sadia,CUST-589,Corporate,Direct Sales,Supplier A,8,0.1,162,9,3.6,11596,7512,92768,9277,83491,60096,23395,0.28
ORD-1242,2025-12-10,Sylhet,Monitor,Electronics,Sadia,CUST-855,Retail,Online,Supplier A,31,0.05,105,9,3.4,27634,19971,856654,42833,813821,619101,194720,0.239
ORD-1419,2025-12-11,Dhaka,Printer,Office Equipment,Rahim,CUST-564,Retail,Online,Supplier C,13,0.01,213,13,3.8,15552,11859,202176,2022,200154,154167,45987,0.23
ORD-1279,2025-12-11,Rajshahi,Tablet,Electronics,Sadia,CUST-800,Retail,Email,Supplier B,15,0.13,230,11,2.7,38850,29965,582750,75758,506992,449475,57517,0.113
ORD-1459,2025-12-12,Sylhet,Monitor,Electronics,Sadia,CUST-118,Corporate,Dealer,Supplier B,2,0.03,155,7,3.2,16318,12470,32636,979,31657,24940,6717,0.212
ORD-1363,2025-12-13,Sylhet,Printer,Office Equipment,Nila,CUST-146,Corporate,Direct Sales,Supplier B,6,0.14,26,10,3.9,28834,21985,173004,24221,148783,131910,16873,0.113
ORD-1026,2025-12-14,Sylhet,Office Chair,Furniture,Nila,CUST-184,Retail,Dealer,Supplier D,29,0.05,28,13,4.9,14153,10653,410437,20522,389915,308937,80978,0.208
ORD-1197,2025-12-16,Dhaka,Desk,Furniture,Nila,CUST-920,Retail,Dealer,Supplier D,38,0.02,130,9,4.9,23403,16443,889314,17786,871528,624834,246694,0.283
ORD-1470,2025-12-16,Dhaka,Tablet,Electronics,Nila,CUST-566,Retail,Email,Supplier A,8,0.08,287,11,3.3,39586,30251,316688,25335,291353,242008,49345,0.169
ORD-1213,2025-12-17,Chittagong,Tablet,Electronics,Tania,CUST-916,Corporate,Dealer,Supplier A,23,0.09,287,5,3.1,26663,15113,613249,55192,558057,347599,210458,0.377
ORD-1400,2025-12-17,Khulna,Tablet,Electronics,Rahim,CUST-260,Corporate,Online,Supplier A,23,0.1,74,12,4.7,38780,27272,891940,89194,802746,627256,175490,0.219
ORD-1324,2025-12-18,Rajshahi,Printer,Office Equipment,Sadia,CUST-824,Retail,Direct Sales,Supplier B,27,0.19,290,7,3.4,10429,8093,281583,53501,228082,218511,9571,0.042
ORD-1301,2025-12-19,Dhaka,Office Chair,Furniture,Rahim,CUST-748,Retail,Email,Supplier B,6,0.04,132,1,3.1,12258,7404,73548,2942,70606,44424,26182,0.371
ORD-1006,2025-12-19,Dhaka,Tablet,Electronics,Karim,CUST-501,Corporate,Facebook,Supplier D,30,0.08,194,5,3.2,52709,39606,1581270,126502,1454768,1188180,266588,0.183
ORD-1284,2025-12-19,Dhaka,Desk,Furniture,Karim,CUST-590,Retail,Online,Supplier D,19,0.06,120,13,4.5,29106,17879,553014,33181,519833,339701,180132,0.347
ORD-1356,2025-12-20,Rajshahi,Laptop,Electronics,Nila,CUST-957,Retail,Facebook,Supplier A,20,0.0,173,10,4.2,81224,47186,1624480,0,1624480,943720,680760,0.419
ORD-1460,2025-12-20,Rajshahi,Office Chair,Furniture,Karim,CUST-979,Retail,Facebook,Supplier A,2,0.14,60,1,4.7,15282,9358,30564,4279,26285,18716,7569,0.288
ORD-1305,2025-12-20,Rajshahi,Mobile,Electronics,Rahim,CUST-379,Wholesale,Online,Supplier D,5,0.09,30,9,3.5,41134,32571,205670,18510,187160,162855,24305,0.13
ORD-1298,2025-12-21,Khulna,Mobile,Electronics,Sadia,CUST-920,Corporate,Facebook,Supplier D,13,0.04,46,4,4.5,27980,21341,363740,14550,349190,277433,71757,0.205
ORD-1265,2025-12-21,Dhaka,Office Chair,Furniture,Rahim,CUST-888,Retail,Dealer,Supplier C,39,0.15,90,11,4.4,12107,8382,472173,70826,401347,326898,74449,0.185
ORD-1208,2025-12-22,Chittagong,Printer,Office Equipment,Rahim,CUST-328,Retail,Facebook,Supplier D,13,0.13,216,9,4.8,45172,34114,587236,76341,510895,443482,67413,0.132
ORD-1321,2025-12-22,Chittagong,Desk,Furniture,Rahim,CUST-109,Corporate,Dealer,Supplier A,27,0.18,290,9,3.3,28039,21908,757053,136270,620783,591516,29267,0.047
ORD-1138,2025-12-23,Khulna,Desk,Furniture,Rahim,CUST-116,Corporate,Direct Sales,Supplier B,36,0.18,194,12,3.6,22717,18104,817812,147206,670606,651744,18862,0.028
ORD-1012,2025-12-24,Khulna,Mobile,Electronics,Nila,CUST-257,Corporate,Facebook,Supplier C,26,0.12,97,7,2.9,15290,11259,397540,47705,349835,292734,57101,0.163
ORD-1344,2025-12-24,Khulna,Tablet,Electronics,Sadia,CUST-499,Retail,Online,Supplier C,10,0.05,23,7,3.9,57139,31854,571390,28570,542820,318540,224280,0.413
ORD-1269,2025-12-24,Sylhet,Monitor,Electronics,Rahim,CUST-316,Retail,Email,Supplier C,34,0.17,138,10,2.6,29579,23478,1005686,170967,834719,798252,36467,0.044
ORD-1293,2025-12-25,Rajshahi,Mobile,Electronics,Karim,CUST-447,Corporate,Online,Supplier C,39,0.12,244,9,4.9,29333,18199,1143987,137278,1006709,709761,296948,0.295
ORD-1483,2025-12-25,Rajshahi,Printer,Office Equipment,Sadia,CUST-228,Retail,Email,Supplier D,33,0.01,158,13,3.6,17267,11798,569811,5698,564113,389334,174779,0.31
ORD-1151,2025-12-25,Rajshahi,Mobile,Electronics,Sadia,CUST-826,Wholesale,Direct Sales,Supplier C,7,0.12,126,5,4.2,30168,22862,211176,25341,185835,160034,25801,0.139
ORD-1176,2025-12-26,Rajshahi,Laptop,Electronics,Tania,CUST-932,Retail,Online,Supplier C,21,0.04,260,12,3.1,88498,48728,1858458,74338,1784120,1023288,760832,0.426
ORD-1114,2025-12-26,Khulna,Monitor,Electronics,Rahim,CUST-940,Retail,Direct Sales,Supplier D,25,0.08,69,2,3.7,32803,24386,820075,65606,754469,609650,144819,0.192
ORD-1148,2025-12-27,Chittagong,Laptop,Electronics,Karim,CUST-499,Corporate,Facebook,Supplier D,34,0.1,53,11,3.8,97539,69168,3316326,331633,2984693,2351712,632981,0.212
ORD-1370,2025-12-27,Sylhet,Mobile,Electronics,Tania,CUST-760,Retail,Direct Sales,Supplier B,36,0.11,142,10,4.6,28245,21112,1016820,111850,904970,760032,144938,0.16
ORD-1266,2025-12-28,Khulna,Tablet,Electronics,Tania,CUST-954,Retail,Email,Supplier A,16,0.03,165,3,4.3,54294,37390,868704,26061,842643,598240,244403,0.29
ORD-1105,2025-12-29,Dhaka,Monitor,Electronics,Nila,CUST-292,Corporate,Email,Supplier D,25,0.11,204,5,4.7,42023,32360,1050575,115563,935012,809000,126012,0.135
ORD-1471,2025-12-30,Chittagong,Mobile,Electronics,Rahim,CUST-612,Retail,Online,Supplier B,19,0.14,196,8,4.8,54697,39919,1039243,145494,893749,758461,135288,0.151
ORD-1290,2025-12-30,Dhaka,Mobile,Electronics,Karim,CUST-798,Retail,Online,Supplier C,25,0.06,187,5,3.2,18508,10313,462700,27762,434938,257825,177113,0.407
ORD-1350,2025-12-31,Sylhet,Desk,Furniture,Tania,CUST-703,Retail,Direct Sales,Supplier A,25,0.18,281,1,4.9,29806,16744,745150,134127,611023,418600,192423,0.315
ORD-1161,2025-12-31,Rajshahi,Office Chair,Furniture,Sadia,CUST-350,Corporate,Online,Supplier D,23,0.02,53,6,3.9,13638,10102,313674,6273,307401,232346,75055,0.244
